0\Breidablik\\0\0\0\Weapon\Summon Gun Users Only\Kiran\Fires Heroes\-\Kiran; -; -; -; -\Kiran; -; -; -; -\Weapon, Purple, Gun\0,0,0,0,0\\Chill Breidablik\
400422\Cancel Affinity\2\100\-\-\Passive(B)\Excludes Tome and Staff Users\-\Any weapon triangle affinity granted by unit's skills is negated.  If affinity disadvantage exists, weapon triangle affinity granted by foe's skills is negated.\*Cancel Affinity 1*\-; -; -; -; -\-; Innes, Jamke, Linde(Summer); -; Mathilda, Robin(F)(Fallen); -\Passive, B\\\\
400423\Cancel Affinity\3\200\-\-\Passive(B)\Excludes Tome and Staff Users\-\Any weapon triangle affinity granted by unit's skills is negated.  If affinity disadvantage exists, weapon triangle affinity granted by foe's skills is reversed.\*Cancel Affinity 2*\-; -; -; -; -\-; -; -; Innes, Jamke, Linde(Summer); Mathilda, Robin(F)(Fallen)\Passive, B\\\\
400430\Shield Pulse\example\240\-\-\Passive(B)\Melee Weapon Users Only, Infantry and Armor Only\-\If unit's Special triggers based on a foe's attack, Special cooldown count-`1/1/2` at start of turn 1.  If skill is T2 or higher, unit takes 5 less damage when Special triggers.\-\-; -; -; -; -\-; -; -; Fjorm; Saber\Passive, B, Cooldown\\\\
400431\Shield Pulse\1\60\-\-\Passive(B)\Melee Weapon Users Only, Infantry and Armor Only\-\If unit's Special triggers based on a foe's attack, Special cooldown count-1 at start of turn 1.\-\-; -; -; -; -\Fjorm; -; Saber; -; -\Passive, B, Cooldown\\\\
400432\Shield Pulse\2\120\-\-\Passive(B)\Melee Weapon Users Only, Infantry and Armor Only\-\If unit's Special triggers based on a foe's attack, Special cooldown count-1 at start of turn 1.  Unit takes 5 less damage when Special triggers.\*Shield Pulse 1*\-; -; -; -; -\-; Fjorm; -; Saber; -\Passive, B, Cooldown\\\\
400433\Shield Pulse\3\240\-\-\Passive(B)\Melee Weapon Users Only, Infantry and Armor Only\-\If unit's Special triggers based on a foe's attack, Special cooldown count-2 at start of turn 1.  Unit takes 5 less damage when Special triggers.\*Shield Pulse 2*\-; -; -; -; -\-; -; -; Fjorm; Saber\Passive, B, Cooldown\\\\
400440\Beorc's Blessing\-\300\-\-\Passive(B)\Infantry and Armor Only\Ike(Brave)\If foe is a flying or cavalry unit, their bonuses (from Fortify, Rally, etc) are nullified during combat.\-\-; -; -; -; -\-; -; -; -; Ike(Brave)\Passive, B, Blessing\\\\
400450\Sacae's Blessing\-\300\-\-\Passive(B)\Ranged Weapon Users Only\Lyn(Brave)\If foe has sword/lance/axe, foe cannot counterattack.\-\-; -; -; -; -\-; -; -; -; Lyn(Brave)\Passive, B, Blessing\\\\
400460\Flier Formation\example\240\-\transparent\Passive(B), Seal\Fliers Only\-\If unit has __>__ `100%/50%/0%` HP, Unit can move to a space adjacent to a flier ally within two spaces\-\-; -; -; -; -\-; -; -; Hinoka(Wings), Loki(Bunny); Camilla(Summer), Elincia, Laegjarn(Summer), Leanne, Matt(C137)\Passive, B, Seal, Move, Flight\\\\
400461\Flier Formation\1\60\-\Transparent 20 100 50\Passive(B), Seal\Fliers Only\-\If unit has 100% HP, unit can move to a space adjacent to a flier ally within two spaces\-\-; -; -; -; -\Hinoka(Wings), Loki(Bunny); -; Camilla(Summer), Elincia, Laegjarn(Summer), Leanne, Matt(C137); -; -\Passive, B, Seal, Move, Flight\\\\
400462\Flier Formation\2\120\-\Transparent 60 200 50\Passive(B), Seal\Fliers Only\-\If unit has __>__ 50% HP, Unit can move to a space adjacent to a flier ally within two spaces\*Flier Formation 1*\-; -; -; -; -\-; Hinoka(Wings), Loki(Bunny); -; Camilla(Summer), Elincia, Laegjarn(Summer), Leanne, Matt(C137); -\Passive, B, Seal, Move, Flight\\\\
400463\Flier Formation\3\240\-\Transparent 400 1000 100\Passive(B), Seal\Fliers Only\-\Unit can move to a space adjacent to a flier ally within two spaces\*Flier Formation 2*\-; -; -; -; -\-; -; -; Hinoka(Wings), Loki(Bunny); Camilla(Summer), Elincia, Laegjarn(Summer), Leanne, Matt(C137)\Passive, B, Seal, Move, Flight\\\\
400470\Wrath\example\240\-\-\Passive(B)\Melee Weapon Users Only, Infantry and Armor Only\-\If user's HP __<__ `25%/50%/75%`, Special cooldown count -1 at start of turn if Special triggers by attacking.  When Special triggers, +10 damage dealt.\-\-; -; -; -; -\-; -; -; Karla, Mathoo; Astram, Byleth(F), Luigirasendori, Nephenee, Owain, Sothis\Passive, B, Cooldown\\\\
400471\Wrath\1\60\-\-\Passive(B)\Melee Weapon Users Only, Infantry and Armor Only\-\If user's HP __<__ 25%, Special cooldown count -1 at start of turn if Special triggers by attacking.  When Special triggers, +10 damage dealt.\-\-; -; -; -; -\Karla, Mathoo; -; Astram, Byleth(F), Luigirasendori, Nephenee, Owain, Sothis; -; -\Passive, B, Cooldown\\\\
400472\Wrath\2\120\-\-\Passive(B)\Melee Weapon Users Only, Infantry and Armor Only\-\If user's HP __<__ 50%, Special cooldown count -1 at start of turn if Special triggers by attacking.  When Special triggers, +10 damage dealt.\*Wrath 1*\-; -; -; -; -\-; Karla, Mathoo; -; Astram, Byleth(F), Luigirasendori, Nephenee, Owain, Sothis; -\Passive, B, Cooldown\\\\
400473\Wrath\3\240\-\-\Passive(B)\Melee Weapon Users Only, Infantry and Armor Only\-\If user's HP __<__ 75%, Special cooldown count -1 at start of turn if Special triggers by attacking.  When Special triggers, +10 damage dealt.\*Wrath 2*\-; -; -; -; -\-; -; -; Karla, Mathoo; Astram, Byleth(F), Luigirasendori, Nephenee, Owain, Sothis\Passive, B, Cooldown\\\\
400480\Blaze Dance\example\200\-\scarlet\Passive(B), Seal\Excludes Staff Users\-\If Sing or Dance is used, target also granted Atk+`2/3/4`.\-\-; -; -; -; -\-; -; -; -; Olivia(Performing)\Passive, B, Seal, DanceRally, Atk\\\\
400481\Blaze Dance\1\50\-\Scarlet 20 100 20\Passive(B), Seal\Excludes Staff Users\-\If Sing or Dance is used, target also granted Atk+2.\-\-; -; -; -; -\-; -; Olivia(Performing); -; -\Passive, B, Seal, DanceRally, Atk\\\\
400482\Blaze Dance\2\100\-\Scarlet 60 200 50\Passive(B), Seal\Excludes Staff Users\-\If Sing or Dance is used, target also granted Atk+3.\*Blaze Dance 1*\-; -; -; -; -\-; -; -; Olivia(Performing); -\Passive, B, Seal, DanceRally, Atk\\\\
400483\Blaze Dance\3\200\-\Scarlet 400 1000 100\Passive(B), Seal\Excludes Staff Users\-\If Sing or Dance is used, target also granted Atk+4.\*Blaze Dance 2*\-; -; -; -; -\-; -; -; -; Olivia(Performing)\Passive, B, Seal, DanceRally, Atk\\\\
400490\Gale Dance\example\200\-\azure\Passive(B), Seal\Excludes Staff Users\-\If Sing or Dance is used, target also granted Spd+`2/3/4`.\-\-; -; -; -; -\-; -; -; -; Inigo(Performing)\Passive, B, Seal, DanceRally, Spd\\\\
400491\Gale Dance\1\50\-\Azure 20 100 20\Passive(B), Seal\Excludes Staff Users\-\If Sing or Dance is used, target also granted Spd+2.\-\-; -; -; -; -\-; -; Elincia(Festival), Inigo(Performing), Lene; -; -\Passive, B, Seal, DanceRally, Spd\\\\
400492\Gale Dance\2\100\-\Azure 60 200 50\Passive(B), Seal\Excludes Staff Users\-\If Sing or Dance is used, target also granted Spd+3.\*Gale Dance 1*\-; -; -; -; -\-; -; -; Inigo(Performing); -\Passive, B, Seal, DanceRally, Spd\\\\
400493\Gale Dance\3\200\-\Azure 400 1000 100\Passive(B), Seal\Excludes Staff Users\-\If Sing or Dance is used, target also granted Spd+4.\*Gale Dance 2*\-; -; -; -; -\-; -; -; -; Inigo(Performing)\Passive, B, Seal, DanceRally, Spd\\\\
400500\Earth Dance\example\200\-\verdant\Passive(B), Seal\Excludes Staff Users\-\If Sing or Dance is used, target also granted Def+`3/4/5`.\-\-; -; -; -; -\-; -; -; -; Azura(Winter)\Passive, B, DanceRally, Def\\\\
400501\Earth Dance\1\50\-\Verdant 20 100 20\Passive(B), Seal\Excludes Staff Users\-\If Sing or Dance is used, target also granted Def+3.\-\-; -; -; -; -\Nephenee(Soiree), Phina; -; Azura(Winter); -; -\Passive, B, DanceRally, Def\\\\
400502\Earth Dance\2\100\-\Verdant 60 200 50\Passive(B), Seal\Excludes Staff Users\-\If Sing or Dance is used, target also granted Def+4.\*Earth Dance 1*\-; -; -; -; -\-; -; -; Azura(Winter); -\Passive, B, DanceRally, Def\\\\
400503\Earth Dance\3\200\-\Verdant 400 1000 100\Passive(B), Seal\Excludes Staff Users\-\If Sing or Dance is used, target also granted Def+5.\*Earth Dance 2*\-; -; -; -; -\-; -; -; -; Azura(Winter)\Passive, B, DanceRally, Def\\\\
400510\Torrent Dance\example\200\-\transparent\Passive(B), Seal\Excludes Staff Users\-\If Sing or Dance are used, target also granted Res+`3/4/5`.\-\-; -; -; -; -\-; -; -; -; Azura(Adrift)\Passive, B, Seal, DanceRally, Res\\\\
400511\Torrent Dance\1\50\-\Transparent 20 100 20\Passive(B), Seal\Excludes Staff Users\-\If Sing or Dance are used, target also granted Res+3.\-\-; -; -; -; -\Rinea(Soiree), Silvia; -; Azura(Adrift), Micaiah(Festival), Shigure(Performing); -; -\Passive, B, Seal, DanceRally, Res\\\\
400512\Torrent Dance\2\100\-\Transparent 60 200 50\Passive(B), Seal\Excludes Staff Users\-\If Sing or Dance are used, target also granted Res+4.\*Torrent Dance 1*\-; -; -; -; -\-; -; -; Azura(Adrift); -\Passive, B, Seal, DanceRally, Res\\\\
400513\Torrent Dance\3\200\-\Transparent 400 1000 100\Passive(B), Seal\Excludes Staff Users\-\If Sing or Dance are used, target also granted Res+5.\*Torrent Dance 2*\-; -; -; -; -\-; -; -; -; Azura(Adrift)\Passive, B, Seal, DanceRally, Res\\\\
400520\Firestorm Dance\example\240\-\azure\Passive(B)\Excludes Staff Users\-\If Sing or Dance is used, target also granted Atk/Spd+`2/3`.\*Blaze Dance 1* or *Gale Dance 1*\-; -; -; -; -\-; -; -; -; Lene\Passive, B, DanceRally, Atk, Spd\\\\
400521\Firestorm Dance\1\120\-\Azure 60 200 50\Passive(B)\Excludes Staff Users\-\If Sing or Dance is used, target also granted Atk/Spd+2.\*Blaze Dance 1* or *Gale Dance 1*\-; -; -; -; -\-; -; -; Lene; -\Passive, B, DanceRally, Atk, Spd\\\\
400522\Firestorm Dance\2\240\-\Azure 400 1000 100\Passive(B)\Excludes Staff Users\-\If Sing or Dance is used, target also granted Atk/Spd+3.\*Firestorm Dance 1*\-; -; -; -; -\-; -; -; -; Lene\Passive, B, DanceRally, Atk, Spd\\\\
400530\Caldera Dance\example\240\\verdant\Passive(B)\Excludes Staff Users\-\If Sing or Dance is used, target also granted Atk+`2/3` and Def+`3/4`.\*Fire Dance 1* or *Earth Dance 1*\-; -; -; -; -\-; -; -; -; Nephenee(Soiree)\Passive, B, DanceRally, Atk, Def\\\\
400531\Caldera Dance\1\120\\Verdant 60 200 50\Passive(B)\Excludes Staff Users\-\If Sing or Dance is used, target also granted Atk+2 and Def+3.\*Fire Dance 1* or *Earth Dance 1*\-; -; -; -; -\-; -; -; Nephenee(Soiree); -\Passive, B, DanceRally, Atk, Def\\\\
400532\Caldera Dance\2\240\\Verdant 400 1000 100\Passive(B)\Excludes Staff Users\-\If Sing or Dance is used, target also granted Atk+3 and Def+4.\*Caldera Dance 1*\-; -; -; -; -\-; -; -; -; Nephenee(Soiree)\Passive, B, DanceRally, Atk, Def\\\\
400540\Fireflood Dance\example\240\-\transparent\Passive(B)\Excludes Staff Users\-\If Sing or Dance is used, target also granted Atk+`2/3` and Res+`3/4`.\*Fire Dance 1* or *Torrent Dance 1*\-; -; -; -; -\-; -; -; Rinea(Soiree); Micaiah(Festival)\Passive, B, DanceRally, Atk, Res\\\\
400541\Fireflood Dance\1\120\-\Transparent 60 200 50\Passive(B)\Excludes Staff Users\-\If Sing or Dance is used, target also granted Atk+2 and Res+3.\*Fire Dance 1* or *Torrent Dance 1*\-; -; -; -; -\-; Rinea(Soiree); -; Micaiah(Festival); -\Passive, B, DanceRally, Atk, Res\\\\
400542\Fireflood Dance\2\240\-\Transparent 400 1000 100\Passive(B)\Excludes Staff Users\-\If Sing or Dance is used, target also granted Atk+3 and Res+4.\*Fireflood Dance 1*\-; -; -; -; -\-; -; -; Rinea(Soiree); Micaiah(Festival)\Passive, B, DanceRally, Atk, Res\\\\
400550\Rockslide Dance\example\240\-\verdant\Passive(B)\Excludes Staff Users\-\If Sing or Dance is used, target also granted Spd+`2/3` and Def+`3/4`.\*Gale Dance 1* or *Earth Dance 1*\-; -; -; -; -\-; -; -; -; Elincia(Festival)\Passive, B, DanceRally, Spd, Def\\\\
400551\Rockslide Dance\1\120\-\Verdant 60 200 50\Passive(B)\Excludes Staff Users\-\If Sing or Dance is used, target also granted Spd+2 and Def+3.\*Gale Dance 1* or *Earth Dance 1*\-; -; -; -; -\-; -; -; Elincia(Festival); -\Passive, B, DanceRally, Spd, Def\\\\
400552\Rockslide Dance\2\240\-\Verdant 400 1000 100\Passive(B)\Excludes Staff Users\-\If Sing or Dance is used, target also granted Spd+3 and Def+4.\*Rockslide Dance 1*\-; -; -; -; -\-; -; -; -; Elincia(Festival)\Passive, B, DanceRally, Spd, Def\\\\
400560\Deluge Dance\example\240\-\transparent\Passive(B)\Excludes Staff Users\-\If Sing or Dance is used, target also granted Spd+`2/3` and Res+`3/4`.\*Gale Dance 1* or *Torrent Dance 1*\-; -; -; -; -\-; -; -; Silvia; -\Passive, B, DanceRally, Spd, Res\\\\
400551\Deluge Dance\1\120\-\Transparent 60 200 50\Passive(B)\Excludes Staff Users\-\If Sing or Dance is used, target also granted Spd+2 and Res+3.\*Gale Dance 1* or *Torrent Dance 1*\-; -; -; -; -\-; Silvia; -; -; -\Passive, B, DanceRally, Spd, Res\\\\
400552\Deluge Dance\2\240\-\Transparent 400 1000 100\Passive(B)\Excludes Staff Users\-\If Sing or Dance is used, target also granted Spd+3 and Res+4.\*Deluge Dance 1*\-; -; -; -; -\-; -; -; Silvia; -\Passive, B, DanceRally, Spd, Res\\\\
400560\Geyser Dance\example\240\-\transparent\Passive(B)\Excludes Staff Users\-\If Sing or Dance is used, target also granted Def/Res+`3/4`.\*Earth Dance 1* or *Torrent Dance 1*\-; -; -; -; -\-; -; -; Phina; Shigure(Performing)\Passive, B, DanceRally, Def, Res\\\\
400561\Geyser Dance\1\120\-\Transparent 60 200 50\Passive(B)\Excludes Staff Users\-\If Sing or Dance is used, target also granted Def/Res+3.\*Earth Dance 1* or *Torrent Dance 1*\-; -; -; -; -\-; Phina; -; Shigure(Performing); -\Passive, B, DanceRally, Def, Res\\\\
400562\Geyser Dance\2\240\-\Transparent 400 1000 100\Passive(B)\Excludes Staff Users\-\If Sing or Dance is used, target also granted Def/Res+4.\*Geyser Dance 1*\-; -; -; -; -\-; -; -; Phina; Shigure(Performing)\Passive, B, DanceRally, Def, Res\\\\
400570\Crusader's Ward\-\300\-\-\Passive(B)\Melee Weapon Users Only\Sigurd\If unit receives consecutive attacks from foes 2 spaces away, damage from second attack onward is reduced by 80%.\-\-; -; -; -; -\-; -; -; -; Sigurd\Passive, B, Blessing, Deflect\\\\
400580\Recover Ring\-\200\-\-\Passive(B)\Excludes Staff Users\Arvis\At the start of every turn, restores 10 HP.\-\-; -; -; -; -\-; -; -; -; Arvis\Passive, B, Blessing, Health\\\\
400590\Follow-Up Ring\-\200\-\-\Passive(B)\Excludes Staff Users\Arden\Unit makes a guaranteed follow-up attack when unit's HP __>__ 50% at start of combat.\-\-; -; -; -; -\-; -; -; -; Arden\Passive, B, Blessing, Follow-up\\\\
400600\Dull Armor\-\200\-\-\Passive(B), Passive(W)\Excludes Staff Users\-\If in combat against an armored foe, nullifies foe's bonuses (from skills like Fortify, Rally, etc.) during combat.\-\-; -; -; -; -\-; -; -; -; -\Passive, B, W, Dull\Armorsmasher+, Slaying Hammer+, Slaying Spear+\\\
400610\Dull Cavalry\-\200\-\-\Passive(B), Passive(W)\Excludes Staff Users\-\If in combat against a cavalry foe, nullifies foe's bonuses (from skills like Fortify, Rally, etc.) during combat.\-\-; -; -; -; -\-; -; -; -; -\Passive, B, W, Dull\Keen Blarwolf+, Keen Gronnwolf+, Keen Raudrwolf+, Poleaxe+, Ridersbane+, Zanbato+\\\
400620\Follow\-\300\-\-\Passive(B), Passive(W)\Excludes Cavalry\-\If unit's HP >50%, unit can move adjacent to any ally within 2 spaces.\-\-; -; -; -; -\-; -; -; -; -\Passive, B, W, Move, Flight\Fujin Yumi, Noatun\\\
400630\Pursuit\W\200\-\-\Passive(B), Passive(W)\Everyone\-\If unit initiates combat and unit's HP __>__ 75%, unit makes a guaranteed follow-up attack.\-\-; -; -; -; -\-; -; -; -; -\Passive, B, W, Follow-up\Siegmund\\\
400631\Pursuit\W2\100\-\-\Passive(B), Passive(W)\Everyone\-\If unit initiates combat and unit's HP __>__ 90%, unit makes a guaranteed follow-up attack.\-\-; -; -; -; -\-; -; -; -; -\Passive, B, W, Follow-up\Siegmud\Y\\
400640\Bold Fighter\example\240\-\-\Passive(B)\Armor Only\-\If unit initiates combat at HP __>__ `100%/50%/0%`, grants Special cooldown charge +1 per unit's attack, and unit makes a guaranteed follow-up attack. (Does not stack.)\-\-; -; -; -; -\-; -; -; Duma, Hardin(Fallen), Ilyana(Halloween), Kjelle, Tiki(Young)(Earth); Ephraim(Winter), Flora(Picnic), Forsyth, Hector(Brave), Kagero(Halloween), Lissa(Winter)\Passive, B, Fighter, Follow-up, Cooldown\\\\
400641\Bold Fighter\1\60\-\-\Passive(B)\Armor Only\-\If unit initiates combat at HP = 100%, grants Special cooldown charge +1 per unit's attack, and unit makes a guaranteed follow-up attack. (Does not stack.)\-\-; -; -; -; -\Duma, Hardin(Fallen), Ilyana(Halloween), Kjelle, Tiki(Young)(Earth); -; Ephraim(Winter), Flora(Picnic), Forsyth, Hector(Brave), Kagero(Halloween), Lissa(Winter); -; -\Passive, B, Fighter, Follow-up, Cooldown\\\\
400642\Bold Fighter\2\120\-\-\Passive(B)\Armor Only\-\If unit initiates combat at HP __>__ 50%, grants Special cooldown charge +1 per unit's attack, and unit makes a guaranteed follow-up attack. (Does not stack.)\*Bold Fighter 1*\-; -; -; -; -\-; Duma, Hardin(Fallen), Ilyana(Halloween), Kjelle, Tiki(Young)(Earth); -; Ephraim(Winter), Flora(Picnic), Forsyth, Hector(Brave), Kagero(Halloween), Lissa(Winter); -\Passive, B, Fighter, Follow-up, Cooldown\\\\
400643\Bold Fighter\3\240\-\-\Passive(B)\Armor Only\-\If unit initiates combat, grants Special cooldown charge +1 per unit's attack, and unit makes a guaranteed follow-up attack. (Does not stack.)\*Bold Fighter 2*\-; -; -; -; -\-; -; -; Duma, Hardin(Fallen), Ilyana(Halloween), Kjelle, Tiki(Young)(Earth); Ephraim(Winter), Flora(Picnic), Forsyth, Hector(Brave), Kagero(Halloween), Lissa(Winter)\Passive, B, Fighter, Follow-up, Cooldown\\\\
400650\Vengeful Fighter\example\240\-\-\Passive(B)\Armor Only\-\If unit's HP __>__ `100%/75%/50%` and foe initiates combat, unit makes a guaranteed follow-up attack.  Grants Special cooldown +1 per attack. (Does not stack.)\-\-; -; -; -; -\-; -; -; Caineghis, Hector(Marquess), Robin(M)(Fallen); Fae(Winter), Idunn, Myrrh(Halloween), Tharja(Winter)\Passive, B, Fighter, Follow-up, Cooldown\\\\
400651\Vengeful Fighter\1\60\-\-\Passive(B)\Armor Only\-\If unit's HP = 100% and foe initiates combat, unit makes a guaranteed follow-up attack.  Grants Special cooldown +1 per attack. (Does not stack.)\-\-; -; -; -; -\Caineghis, Hector(Marquess), Robin(M)(Fallen); -; Fae(Winter), Idunn, Myrrh(Halloween), Tharja(Winter); -; -\Passive, B, Fighter, Follow-up, Cooldown\\\\
400652\Vengeful Fighter\2\120\-\-\Passive(B)\Armor Only\-\If unit's HP __>__ 75% and foe initiates combat, unit makes a guaranteed follow-up attack.  Grants Special cooldown +1 per attack. (Does not stack.)\*Vengeful Fighter 1*\-; -; -; -; -\-; Caineghis, Hector(Marquess), Robin(M)(Fallen); -; Fae(Winter), Idunn, Myrrh(Halloween), Tharja(Winter); -\Passive, B, Fighter, Follow-up, Cooldown\\\\
400653\Vengeful Fighter\3\240\-\-\Passive(B)\Armor Only\-\If unit's HP __>__ 50% and foe initiates combat, unit makes a guaranteed follow-up attack.  Grants Special cooldown +1 per attack. (Does not stack.)\*Vengeful Fighter 2*\-; -; -; -; -\-; -; -; Caineghis, Hector(Marquess), Robin(M)(Fallen); Fae(Winter), Idunn, Myrrh(Halloween), Tharja(Winter)\Passive, B, Fighter, Follow-up, Cooldown\\\\
400660\Chilling Seal\-\300\-\-\Passive(B)\Everyone\Gunnthra\At the start of each turn, if unit's HP __>__ 50%, inflicts Atk/Spd-6 on the enemy team member(s) with the lowest Def through its next action.\-\-; -; -; -; -\-; -; -; -; Gunnthra\Passive, B, Blessing\\\\
